cluster index	parent mass	RTMean	component	#Scan#	Compound_Name
242	277.0322339586881	0.842626	-1		
243	170.08124194345024	0.8439563	-1		
244	256.1024259276526	0.84437746	503		
245	188.0917956214471	0.8487953	-1		
246	332.1339312079741	0.849153	-1	246.0	Massbank:PR310797 Pyridoxine + O-Hex
247	263.01636150625825	0.84919834	-1		
248	270.11836271446924	0.84940886	-1		
249	198.14889572518703	0.85933423	125		
250	162.07613709867692	0.8598597	-1		
251	166.04996700679996	0.8642924	207		
252	221.12845962275003	0.86514086	-1		
253	245.005944793722	0.87012327	-1		
254	236.076424790892	0.8821221	-1		
255	228.96685683363933	0.8881602	-1		
256	307.08313454873854	0.8986314	-1	256.0	oxiglutatione
257	189.03939426268136	0.9010208	132		
258	304.1179416471147	0.9021376	-1		
259	256.1391549255709	0.9033717	-1		
260	185.00812595818525	0.90469855	673		
261	346.05480549719664	0.9052012	887	261.0	Guanosine cyclic monophosphate
262	214.0023231240798	0.906827	256		
263	284.1699434881873	0.91154486	-1		
264	277.06830478604195	0.91294146	-1		
265	182.08128280139536	0.91541576	-1	265.0	Spectral Match to L-Tyrosine from NIST14
266	321.09476659709014	0.92549473	-1		
267	176.01090527934548	0.93219835	226		
268	247.0578121982534	0.93961483	-1		
269	219.02658617563475	0.94234645	-1		
270	200.1282006621257	0.94458073	290		
271	265.0234020478845	0.95065606	340		
272	176.09182182006543	0.9620696	-1		
273	298.14969065137706	0.96256036	-1		
274	171.02883133765755	0.9760567	132		
275	303.10508759400165	0.9774915	-1		
276	188.05539662559548	0.9941252	-1		
277	138.09139298398867	1.0153487	183	277.0	Trigonelline
278	121.06509062107575	1.022206	325		
279	268.1040290106424	1.0293415	76	279.0	ADENOSINE
280	350.1084327608995	1.0371839	66		
281	152.07067046949362	1.061356	-1		
282	132.10208315534385	1.1023878	352		
283	322.05482869825187	1.107133	-1		
284	284.0989817464744	1.1235558	887		
285	152.0567706613079	1.1275268	-1	285.0	Spectral Match to Guanine from NIST14
286	164.07048739724826	1.1322132	831		
287	316.0793567685734	1.1473876	-1		
288	214.91768372197845	1.2380297	47	288.0	CITRATE
289	249.0458494364852	1.2408406	355		
290	232.9282234556532	1.2618575	-1		
291	335.0739065548257	1.2711382	-1		
292	352.0793276783272	1.2802995	-1		
293	422.1281041777781	1.2825752	-1		
294	438.1021281077993	1.2825752	488		
295	345.08169684664296	1.2877756	35		
296	251.06122839549008	1.2887877	355		
297	400.1462800740435	1.29505	76		
298	249.0363369980529	1.3002757	355		
299	198.14891025496195	1.306133	125		
300	139.53108222468404	1.3088567	-1		
301	291.08404606507474	1.3111477	-1		
302	160.0757496319406	1.3115329	183	302.0	5_hydroxy_tryptophol
303	177.10230095432632	1.3115329	-1		
304	229.03745135876085	1.3115329	-1		
305	200.0441951320888	1.3231286	-1		
306	148.06049187709925	1.324838	-1		
307	219.02659084160288	1.329671	256		
308	176.09181037238702	1.3304473	226		
309	381.0794272490392	1.33286	-1		
310	198.09728934511764	1.335036	125		
311	343.1233260310436	1.3397695	57	311.0	Sucrose
312	192.0555211530492	1.3403991	-1		
313	176.01092221005177	1.3410271	226		
314	249.04618248016223	1.3413934	255		
315	150.05501512160072	1.344841	183		
316	121.02868304268496	1.3450623	75		
317	139.03910249248375	1.3450623	-1		
318	191.03395607392136	1.3450623	-1		
319	209.04459610785383	1.3450623	75		
320	227.0550554741012	1.3450623	75		
321	245.0656935058882	1.3450623	75		
322	262.0922165183429	1.3450623	75		
323	267.0477990617485	1.3450623	-1		
324	283.0215838275162	1.3450623	-1		
325	320.97766536992464	1.3450623	-1		
326	332.1105992369432	1.3476335	-1		
327	296.0659972748836	1.3535688	526		
328	189.0523879888233	1.3551537	-1		
329	411.09834246715593	1.3551894	171		
330	265.0233136942265	1.3611503	340		
331	427.0759741010658	1.3614655	171		
332	336.1649881692225	1.3625176	-1		
333	329.06327532333376	1.3637629	-1		
334	180.08668818769095	1.3671188	157	334.0	Spectral Match to D-Fructose from NIST14
335	308.1339174890692	1.3692904	454		
336	313.08929117451106	1.3692904	-1		
337	127.0392036259137	1.3695477	82		
338	129.0547785999088	1.3696253	-1		
339	180.10173156781764	1.3722128	157	339.0	Spectral Match to D-Fructose from NIST14
340	415.1000538695539	1.3846136	-1		
341	151.07544445048848	1.3878665	838		
342	163.0865862522881	1.3891184	-1	342.0	"""1,6-ANHYDRO-B-GLUCOSE"""
343	263.01633776429827	1.3894625	-1		
344	168.1019727577193	1.3909309	517	344.0	4-(2-Aminoethyl)-2-methoxyphenol CollisionEnergy:102040
345	178.0863094565034	1.3952363	333		
346	210.94067254943508	1.4089266	-1		
347	291.08405278934407	1.4108082	-1		
348	282.1548094711811	1.4165268	-1		
349	209.1285265814913	1.4229419	35		
350	247.084357673303	1.4229419	-1		
351	303.0841243177371	1.4286779	-1		
352	233.04220870420653	1.4374775	-1		
353	186.1489279724316	1.4405798	-1		
354	358.17089203256785	1.4427694	79		
355	379.1002064535512	1.4427694	-1		
356	214.0023255434365	1.445597	256		
357	353.0391435994528	1.4456517	516		
358	218.9814862457453	1.4466026	256		
359	341.06410697559	1.4472257	-1		
360	251.0611998440507	1.4473221	355		
361	160.09688232612646	1.4534798	226		
362	277.0324611410361	1.4632252	-1		
363	310.1495571727608	1.4773293	-1		
364	286.14412327500446	1.4807599	588	364.0	Massbank:EA274410 Morphine|(5alpha,6alpha)-17-Methyl-7,8-didehydro-4,5-epoxymorphinan-3,6-diol
365	324.0998189681887	1.4807599	-1		
366	340.0949671477505	1.4807599	-1		
367	255.09724939382448	1.4815987	-1		
368	331.0790583803248	1.4857011	-1		
369	131.07038581512523	1.4861021	-1		
370	338.18091090304785	1.4861021	-1		
371	174.11257900138062	1.4870543	196		
372	293.06332594874425	1.4872957	-1		
373	323.0920721204614	1.4930286	-1		
374	315.1050953172075	1.494623	-1		
375	210.9407038461674	1.4951425	-1		
376	259.0812407193339	1.495999	360		
377	427.0760475855095	1.4979116	171		
378	148.06047896429507	1.4998333	-1		
379	381.0794135191768	1.503077	-1		
380	289.0917039427256	1.5044389	-1	380.0	NCGC00385684-01_C12H16O8_4H-Pyran-4-one, 3-(beta-D-glucopyranosyloxy)-2-methyl-
381	237.64976866937525	1.5050997	-1		
382	180.08669551855104	1.5051799	157	382.0	Spectral Match to D-Fructose from NIST14
383	138.0550687740333	1.5052559	183	383.0	TRIGONELLINE
384	142.12277823123193	1.5070523	183		
385	145.04960580730457	1.507132	57	385.0	Spectral Match to .beta.-D-Glucopyranose, 1,6-anhydro- from NIST14
386	325.1129090564227	1.5075742	57	386.0	Sucrose
387	147.06526050902593	1.5082486	-1		
388	165.0758620802013	1.5082486	57	388.0	Mannitol
389	183.0864383227484	1.5082486	57	389.0	Spectral Match to D-Sorbitol from NIST14
390	221.0422329461761	1.5082486	-1		
391	223.03962414369465	1.5082486	-1		
392	203.05264924255496	1.5103905	367		
393	360.1500340321384	1.5110843	57	393.0	SUCROSE
394	314.14456130585927	1.513887	90		
395	136.06192058211894	1.5144106	241		
396	127.03918805354972	1.5152199	82		
397	198.09729862883503	1.5177802	-1	397.0	Spectral Match to .beta.-D-Glucose from NIST14
398	335.0742187384243	1.5187321	-1		
399	365.105507243689	1.5189989	496		
400	263.01642885946933	1.5221034	-1		
401	415.1000275328926	1.5257727	-1		
402	205.06837334230872	1.5419754	-1		
403	305.0997977070268	1.543076	-1		
404	184.1333150920358	1.5512103	26		
405	146.11765218607167	1.5543506	699		
406	320.133718097947	1.5590581	-1		
407	194.966723431155	1.5596908	-1		
408	121.06507630773922	1.5627283	325		
409	152.07075080923602	1.5655327	207	409.0	138-65-8
410	356.1105563395914	1.5700829	-1		
411	120.0810620728308	1.574411	-1		
412	192.1019310429201	1.5766929	676		
413	251.13899155087867	1.577103	35		
414	166.08634230548577	1.5779154	205	414.0	PHENYLALANINE
415	153.07382186826368	1.5791451	205	415.0	Resacetophenone - 40.0 eV
416	268.104008000332	1.5866152	-1		
417	178.08631740369148	1.5997927	333		
418	200.1282135086128	1.6036302	290		
419	153.05466977197116	1.6065845	205		
420	315.10734337088286	1.6065845	415		
421	332.1339120349263	1.6065845	-1		
422	337.0892827770827	1.6065845	-1		
423	353.0633361073791	1.6065845	-1		
424	360.16564648997763	1.6065845	57	424.0	Spectral Match to Palatinose from NIST14
425	399.0597897901088	1.6065845	47		
426	135.04418449527515	1.61377	144		
427	377.1208668043831	1.614116	-1		
428	187.08667223834848	1.6167927	-1		
429	867.2132871535547	1.6217552	94	429.0	Procyanidin C1 40eV
430	221.12843795828067	1.6223803	-1		
431	327.047783572398	1.6315227	-1		
432	311.073732416211	1.6316017	-1		
433	289.09173777456016	1.6330234	576	433.0	Dianthoside
434	127.0391713524536	1.6334543	196		
435	400.1459796696692	1.6372122	76		
436	347.13124500252025	1.6494	-1		
437	363.1052731869283	1.6494	-1		
438	370.20732218043406	1.6494	-1		
439	577.1341704015001	1.6511697	94		
440	355.0795430552446	1.6513627	-1		
441	151.07546011196123	1.6515054	838		
442	147.04411066782632	1.6526828	-1		
443	330.08213424183737	1.653801	-1		
444	142.08632906497786	1.6635801	-1		
445	304.1390248434228	1.6635801	197		
446	342.0949857623824	1.6635801	-1		
447	201.11217677756403	1.6662244	-1		
448	209.0444492477868	1.6662244	75		
449	245.06559848635712	1.6662244	75		
450	262.09210882171925	1.6662244	75		
451	385.14688100638193	1.6662244	-1		
452	408.2227329461253	1.6662244	-1		
453	401.1209568782763	1.6707869	-1		
454	337.06846557385666	1.6745955	-1		
455	307.0813045840485	1.6767849	22	455.0	"""EPIGALLOCATECHIN, (-)-"""
456	434.1811401711477	1.6789654	13		
457	324.22831536163386	1.6791866	492		
458	334.1495745910679	1.6837629	-1		
459	316.1390738793368	1.6930299	57		
460	268.1543248277325	1.694678	258		
461	239.139030369514	1.6962252	35		
462	250.1437854186082	1.7006692	258		
463	153.05469522675315	1.7007694	205	463.0	Resacetophenone - 40.0 eV
464	368.09760686744113	1.7060225	360		
465	219.1339675115097	1.7136996	352	465.0	Spectral Match to Ser-Leu from NIST14
466	286.1437707016093	1.7156501	588	466.0	Massbank:EA274410 Morphine|(5alpha,6alpha)-17-Methyl-7,8-didehydro-4,5-epoxymorphinan-3,6-diol
467	377.119124522468	1.7156501	-1		
468	303.0842683591454	1.7159685	22		
469	371.07410194597537	1.7174774	-1		
470	171.06523786668595	1.7185407	-1		
471	350.14482845414165	1.7185407	66		
472	329.0634015875579	1.7187254	-1		
473	336.1653153403944	1.7187254	-1		
474	358.0899103948033	1.7212769	-1		
475	353.084422536902	1.7214577	-1		
476	365.1919442417785	1.7224677	-1		
477	348.1290616199627	1.7238412	415		
478	378.1758624333708	1.7252668	-1		
479	355.1001531912492	1.7269821	-1		
480	324.0995118601478	1.7275832	826		
481	190.0862783329053	1.7283171	-1		
482	342.11605212892016	1.7284788	374		
483	250.1073981141234	1.7290635	-1		
484	147.04413559976845	1.7310588	-1		
485	258.07390584886286	1.7427408	-1		
486	220.11798836416904	1.7432694	859	486.0	PANTOTHENIC ACID
487	135.04419936994134	1.7441128	-1		
488	332.1340150959056	1.7441128	415		
489	360.16592063113484	1.7441128	-1	489.0	Spectral Match to Palatinose from NIST14
490	566.2235546508122	1.7476941	-1		
491	242.0998378607092	1.7480787	724		
492	158.0812528962053	1.7508448	329		
493	180.0631488454959	1.754755	157	493.0	Spectral Match to D-Fructose from NIST14
494	196.0371350858234	1.754755	-1		
495	303.1339236664304	1.756473	-1		
496	242.14984942837737	1.765355	510		
497	267.0484439873724	1.7699049	-1		
498	188.07066760486384	1.7702317	-1		
499	310.14964812777794	1.7723513	-1		
500	331.0791040379473	1.773017	826		
501	145.04962003956516	1.7755997	-1		
502	337.08935055835303	1.7816317	-1		
503	353.0634747958504	1.7829093	-1		
504	163.03896083389202	1.7834259	-1	504.0	CAFFEATE
505	251.138663132224	1.7866883	35	505.0	Massbank:PR311112 Caffeoyl putrescin (isomer of 1059)
506	315.1059310283628	1.7882258	415		
507	517.1555833651762	1.7934303	35	507.0	1,3-Dicaffeoyl-epi-quinic acid 
508	323.1099967985681	1.7952818	-1		
509	328.16018366323283	1.7953757	-1		
510	333.1155711259923	1.7953757	-1		
511	349.08963320272244	1.7953757	25		
512	356.1914833094229	1.7953757	-1		
513	249.12348301490687	1.7957516	-1		
514	346.18589435951355	1.7976813	-1		
515	155.07027674504113	1.7979456	-1		
516	339.0841064124064	1.8016039	565		
517	339.04777368602885	1.8017362	-1		
518	338.1811052829904	1.804301	-1		
519	192.10188865763223	1.8051997	-1		
520	281.1232125252915	1.8070865	57		
521	326.1809852066671	1.8070865	-1		
522	318.1547354935456	1.8078161	57	522.0	Icariside D2
523	244.15439332645383	1.8095682	290		
524	317.0998154093826	1.8162426	-1		
525	317.1232558087533	1.8172822	-1		
526	166.0863308845435	1.8255398	205		
527	324.2016676557324	1.825783	-1		
528	346.1134157666076	1.8265495	-1		
529	351.06856277536394	1.8265495	-1		
530	367.0428190966457	1.8265495	-1		
531	381.07941487137737	1.8265495	-1		
532	355.0792246447722	1.8266792	481		
533	362.1808193939089	1.8266792	-1		
534	147.04411078512405	1.8271761	-1		
535	242.1499262814065	1.82939	510		
536	327.04783804390013	1.8294938	11		
537	301.1257993467608	1.832877	-1		
538	298.1497569153029	1.8346648	57		
539	339.1050075509265	1.8351738	-1		
540	360.16581261219585	1.8365867	57	540.0	Spectral Match to Palatinose from NIST14
541	259.1289577918764	1.83694	1088		
542	281.1107744361952	1.83694	-1		
543	297.0849738513219	1.83694	-1		
544	448.1813246887973	1.8371229	79		
545	469.1107928453158	1.8371229	-1		
546	332.1340041121621	1.8392729	57		
547	334.1496815293057	1.8405616	520	547.0	2-Hydroxy-4-(2-hydroxyethyl)phenyl-beta-D-glucopyranoside
548	137.05977029563283	1.8410462	2		
549	180.08664069756458	1.8410462	157		
550	401.0753264543174	1.8410462	47		
551	347.1677299112323	1.844832	-1		
552	363.14148253879614	1.844832	-1		
553	501.1604806821709	1.844832	35		
554	250.14375976589685	1.8467329	258		
555	268.1543243990369	1.8467329	258		
556	388.08740022421085	1.8478036	259		
557	346.1973205941382	1.8505573	-1		
558	303.1058621637597	1.8545189	298		
559	289.07076699505853	1.8622433	94		
560	482.12948659094855	1.8625853	-1		
561	235.1441347234907	1.8637193	35		
562	337.08923005709346	1.863812	-1		
563	353.0632646841623	1.863812	-1		
564	127.03915549680848	1.8727847	609		
565	289.09176813237923	1.8727847	-1		
566	435.1499593333837	1.8727847	182		
567	457.1317855768133	1.8727847	538		
568	473.1057816578504	1.8727847	-1		
569	628.2348666916436	1.8754916	-1		
570	180.10194801645795	1.8795732	-1		
571	502.11945363664455	1.8810191	-1		
572	330.0819826957376	1.8871391	-1		
573	314.12346548317987	1.8925323	170		
574	331.15023790985555	1.8925323	170		
575	336.10530385482974	1.8925323	-1		
576	352.07932414916814	1.8925323	-1		
577	865.1975514945991	1.894091	-1		
578	123.04435475184556	1.8942271	673		
579	141.05470053455457	1.8942271	-1		
580	193.049697190501	1.8942271	567		
581	211.0602239984649	1.8942271	329		
582	390.1397077687576	1.8942271	329		
583	395.09507040504434	1.8942271	558		
584	411.0689545148576	1.8942271	-1		
585	418.1708525968348	1.8942271	329		
586	282.1699502010134	1.8962326	258		
587	397.1106048516443	1.8967716	-1		
588	413.0843694979986	1.8967716	-1		
589	305.0997129207716	1.9003974	-1		
590	186.14893011367388	1.9007826	-1		
591	364.1367501777805	1.9007984	-1		
592	387.2126459777559	1.9007984	-1		
593	527.1375030485831	1.9019188	-1		
594	543.1112626524537	1.9019188	-1		
595	380.1107141010091	1.9021435	-1		
596	359.0740735031544	1.9033263	-1		
597	577.1342536723768	1.9033263	94		
598	522.1820046157984	1.903341	467	598.0	Maltotriose - 40.0 eV
599	203.05263249536725	1.9081663	-1		
600	301.125822857752	1.912524	-1		
601	317.0999113232706	1.912524	-1		
602	289.12576712078203	1.912865	-1		
603	242.1499566278452	1.9134268	510		
604	163.03902093312556	1.916097	80	604.0	CAFFEATE
605	381.07945681543407	1.9161111	-1		
606	476.2280093050618	1.9182892	13		
607	192.1019537717334	1.9189179	-1		
608	353.0867250719139	1.9233338	259		
609	370.11332879706936	1.9250548	259		
610	300.15943879490675	1.9253681	13		
611	355.1022165450252	1.9268299	35	611.0	Chlorogenic acid
612	213.07577886636275	1.9268516	350		
613	301.03425387342145	1.9306484	219		
614	465.103000614646	1.9306484	97	614.0	Spiraeoside
615	627.1557057678039	1.9306484	-1	615.0	Quercetin 3,4'-diglucoside
616	789.2085083044459	1.9306484	-1	616.0	MLS000876803
617	811.1900074275326	1.9306484	-1		
618	827.1639554137201	1.9306484	-1		
619	319.1155652311979	1.9311271	565		
620	377.08437944004	1.9316074	536	620.0	Chlorogenic Acid CollisionEnergy:205060
621	181.0495384052901	1.9346427	35	621.0	caffeic acid-emf
622	393.0584451900204	1.9346427	-1		
623	168.13835327711777	1.9355803	-1		
624	391.04254180792014	1.935657	-1	624.0	Massbank:EQ307402 Permethrin|[3-(phenyloxy)phenyl]methyl 3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropanecarboxylate|(3-phenoxyphenyl)methyl 3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate
625	375.06871832221	1.9357982	609		
626	398.1446993576411	1.9359393	-1		
627	358.1649397306895	1.9450537	13		
628	169.04960275509367	1.947529	975		
629	379.063618778598	1.9523447	-1		
630	147.04410813993837	1.9545243	2		
631	385.1469071319505	1.9559462	217		
632	401.12085832336425	1.9559462	93		
633	353.06325969077835	1.9563506	259		
634	365.1055084405037	1.9571878	511		
635	433.1682681873051	1.9592289	-1		
