#Scan#	SpectrumFile	Annotation	OrigAnnotation	Protein	dbIndex	numMods	matchOrientation	startMass	Charge	MQScore	p-value	isDecoy	StrictEnvelopeScore	UnstrictEvelopeScore	CompoundName	Organism	FileScanUniqueID	FDR	LibraryName	mzErrorPPM	LibMetaData	Smiles	Inchi	LibSearchSharedPeaks	Abundance	ParentMassDiff	SpecMZ	ExactMass	LibrarySpectrumID
1845	spectra_filtered.mgf	*..*		:513	122	-1	0	447.092	1	0.978958	0	0	250766000.0	3239200.0	BAICALIN M+H	LEAFBOT	temp/spectra_filtered.mgf1845	-1	LEAFBOT.mgf	0.614321				6	0	0.000274658	447.092	0	CCMSLIB00011427894
2202	spectra_filtered.mgf	*..*		:9146	9592	-1	0	177.055	1	0.978478	0	0	45811500.0	459400.0	ferulic acid CollisionEnergy:102040 M+H-H2O	BERKELEY-LAB	temp/spectra_filtered.mgf2202	-1	BERKELEY-LAB.mgf	1.63744				6	0	0.000289917	177.055	0	CCMSLIB00010111580
778	spectra_filtered.mgf	*..*		:19	148	-1	0	165.055	1	0.978216	0	0	8454380.0	983700.0	4-COUMARATE M+H	GNPS-MSMLS	temp/spectra_filtered.mgf778	-1	GNPS-MSMLS.mgf	1.75649				6	0	0.000289917	165.055	0	CCMSLIB00005463899
1873	spectra_filtered.mgf	*..*		:210	3769	-1	0	197.117	1	0.97793	0	0	7319520.0	579600.0	Loliolide M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf1873	-1	GNPS-LIBRARY.mgf	1.47079				7	0	0.000289917	197.117	0	CCMSLIB00004680136
3697	spectra_filtered.mgf	*..*		:7638	6656	-1	0	176.107	1	0.977803	0	0	253.896	261800.0	113777-33-6 [M-2H2O+2H]+2	CMMC-REFRAME-POSITIVE-LIBRARY	temp/spectra_filtered.mgf3697	-1	CMMC-REFRAME-POSITIVE-LIBRARY.mgf	7.36482				7	0	0.001297	176.106	0	CCMSLIB00012255371
1916	spectra_filtered.mgf	*..*		:88130	88129	-1	0	419.097	1	0.97766	0	0	116.819	2862900.0	Juglalin [M+H]+	MSNLIB-POSITIVE	temp/spectra_filtered.mgf1916	-1	MSNLIB-POSITIVE.mgf	0.728175				6	0	0.000305176	419.097	0	CCMSLIB00012439382
1884	spectra_filtered.mgf	*..*		:2198	2644	-1	0	354.134	1	0.977486	0	0	19380000.0	36940000.0	protopine CollisionEnergy:102040 M+H	BERKELEY-LAB	temp/spectra_filtered.mgf1884	-1	BERKELEY-LAB.mgf	2.24056				15	0	0.000793457	354.133	0	CCMSLIB00010104632
3610	spectra_filtered.mgf	*..*		:19876	17274	-1	0	163.099	1	0.977483	0	0	270.4	137500.0	Viquidil [M+2H]+2	CMMC-REFRAME-POSITIVE-LIBRARY	temp/spectra_filtered.mgf3610	-1	CMMC-REFRAME-POSITIVE-LIBRARY.mgf	7.39087				6	0	0.00120544	163.098	0	CCMSLIB00012271587
1184	spectra_filtered.mgf	*..*		:3792	1512	-1	0	163.038	1	0.977074	0	0	7916430.0	2734000.0	Spectral Match to Rosmarinic acid from NIST14 M+H-C9H10O5	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1184	-1	GNPS-NIST14-MATCHES.mgf	5.52183				6	0	0.000900269	163.039	0	CCMSLIB00003135999
1767	spectra_filtered.mgf	*..*		:1186	46224	-1	0	625.176	1	0.977045	0	0	140.16	2100700.0	5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-3-[3,4,5-trihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one [M+H]+	MONA	temp/spectra_filtered.mgf1767	-1	MONA.mgf	2.92886				16	0	0.00183105	625.174	0	CCMSLIB00004718826
1490	spectra_filtered.mgf	*..*		:29914	29914	-1	0	382.129	1	0.97688	0	0	114.455	2007200.0	(6S)-6-[[(5R)-5,6,7,8-Tetrahydro-6,6-dimethyl-1,3-dioxolo[4,5-g]isoquinolin-6-ium]-5alpha-yl]furo[3,4-e]-1,3-benzodioxol-8(6H)-one [M]+	MSNLIB-POSITIVE	temp/spectra_filtered.mgf1490	-1	MSNLIB-POSITIVE.mgf	0.79862				16	0	0.000305176	382.129	0	CCMSLIB00012327533
1627	spectra_filtered.mgf	*..*		:2711	3157	-1	0	368.113	1	0.976377	0	0	10393400.0	50434000.0	(+)-Bicuculline CollisionEnergy:102040 M+H	BERKELEY-LAB	temp/spectra_filtered.mgf1627	-1	BERKELEY-LAB.mgf	1.07774				14	0	0.000396729	368.113	0	CCMSLIB00010105145
2826	spectra_filtered.mgf	*..*		:6738	5886	-1	0	311.186	1	0.976084	0	0	286.512	1019000.0	Guancydine [2M-2H2O+K]+	CMMC-REFRAME-POSITIVE-LIBRARY	temp/spectra_filtered.mgf2826	-1	CMMC-REFRAME-POSITIVE-LIBRARY.mgf	2.25558				13	0	0.000701904	311.185	0	CCMSLIB00012252843
3686	spectra_filtered.mgf	*..*		:12757	11076	-1	0	163.098	1	0.9758	0	0	349.023	389200.0	146422-58-4 [M-H2O+H]+	CMMC-REFRAME-POSITIVE-LIBRARY	temp/spectra_filtered.mgf3686	-1	CMMC-REFRAME-POSITIVE-LIBRARY.mgf	1.30978				7	0	0.000213623	163.098	0	CCMSLIB00012265389
3082	spectra_filtered.mgf	*..*		:3689	1915	-1	0	277.216	1	0.974401	0	0	762297.0	208500.0	Spectral Match to 9,12-Octadecadiynoic Acid from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf3082	-1	GNPS-NIST14-MATCHES.mgf	1.10086				10	0	0.000305176	277.216	0	CCMSLIB00003136402
2113	spectra_filtered.mgf	*..*		:1610	2056	-1	0	414.155	1	0.974018	0	0	24307800.0	5911800.0	beta-Narcotine CollisionEnergy:102040 M+H	BERKELEY-LAB	temp/spectra_filtered.mgf2113	-1	BERKELEY-LAB.mgf	0.515805				17	0	0.000213623	414.155	0	CCMSLIB00010104044
1595	spectra_filtered.mgf	*..*		:29916	29916	-1	0	382.129	1	0.973753	0	0	109.354	12169000.0	(6S)-6-[[(5R)-5,6,7,8-Tetrahydro-6,6-dimethyl-1,3-dioxolo[4,5-g]isoquinolin-6-ium]-5alpha-yl]furo[3,4-e]-1,3-benzodioxol-8(6H)-one [M]+	MSNLIB-POSITIVE	temp/spectra_filtered.mgf1595	-1	MSNLIB-POSITIVE.mgf	4.15282				11	0	0.00158691	382.127	0	CCMSLIB00012327538
758	spectra_filtered.mgf	*..*		:1262	3987	-1	0	465.103	1	0.973614	0	0	159713000.0	2402400.0	Spiraeoside M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf758	-1	GNPS-LIBRARY.mgf	0.0				9	0	0.0	465.103	0	CCMSLIB00004684184
241	spectra_filtered.mgf	*..*		:26	785	-1	0	330.06	1	0.973324	0	0	5204930.0	1030900.0	ADENOSINE 2',3'-CYCLIC PHOSPHATE M+H	GNPS-MSMLS	temp/spectra_filtered.mgf241	-1	GNPS-MSMLS.mgf	0.554764				6	0	0.000183105	330.06	0	CCMSLIB00005464536
705	spectra_filtered.mgf	*..*		:790	2557	-1	0	185.045	1	0.973184	0	0	1638610.0	573900.0	Spectral Match to Methyl gallate from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf705	-1	GNPS-NIST14-MATCHES.mgf	2.72118				7	0	0.00050354	185.044	0	CCMSLIB00003137044
3634	spectra_filtered.mgf	*..*		:10109	8755	-1	0	161.084	1	0.972714	0	0	234.545	177000.0	M50367 [M-H2O+2H]+2	CMMC-REFRAME-POSITIVE-LIBRARY	temp/spectra_filtered.mgf3634	-1	CMMC-REFRAME-POSITIVE-LIBRARY.mgf	10.5145				6	0	0.00169373	161.082	0	CCMSLIB00012260627
3614	spectra_filtered.mgf	*..*		:10109	8755	-1	0	161.084	1	0.97269	0	0	234.545	137900.0	M50367 [M-H2O+2H]+2	CMMC-REFRAME-POSITIVE-LIBRARY	temp/spectra_filtered.mgf3614	-1	CMMC-REFRAME-POSITIVE-LIBRARY.mgf	10.5145				6	0	0.00169373	161.082	0	CCMSLIB00012260627
2932	spectra_filtered.mgf	*..*		:15390	13393	-1	0	460.267	1	0.972651	0	0	143.118	2782100.0	emorfazone [2M-2H2O+NH4]+	CMMC-REFRAME-POSITIVE-LIBRARY	temp/spectra_filtered.mgf2932	-1	CMMC-REFRAME-POSITIVE-LIBRARY.mgf	5.23802				6	0	0.00241089	460.269	0	CCMSLIB00012267706
2041	spectra_filtered.mgf	*..*		:98732	98731	-1	0	373.222	1	0.97244	0	0	372.599	717600.0	3,5,5-Trimethyl-4-[3-(beta-D-glucopyranosyloxy)butyl]-2-cyclohexene-1-one [M+H]+	MSNLIB-POSITIVE	temp/spectra_filtered.mgf2041	-1	MSNLIB-POSITIVE.mgf	0.572375				9	0	0.000213623	373.222	0	CCMSLIB00012449984
1522	spectra_filtered.mgf	*..*		:3474	14187	-1	0	611.161	1	0.971516	0	0	115208000.0	5829200.0	Rutin M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf1522	-1	GNPS-LIBRARY.mgf	0.299603				12	0	0.000183105	611.161	0	CCMSLIB00012176451
1013	spectra_filtered.mgf	*..*		:99714	99713	-1	0	433.134	1	0.970685	0	0	124.168	8953700.0	Licoagroside B [M+H]+	MSNLIB-POSITIVE	temp/spectra_filtered.mgf1013	-1	MSNLIB-POSITIVE.mgf	1.12732				12	0	0.000488281	433.134	0	CCMSLIB00012450966
2203	spectra_filtered.mgf	*..*		:4538	4538	-1	0	284.128	1	0.970422	0	0	149.174	1003700.0	36417-86-4 [M+H]+	MSNLIB-POSITIVE	temp/spectra_filtered.mgf2203	-1	MSNLIB-POSITIVE.mgf	0.429631				6	0	0.00012207	284.128	0	CCMSLIB00012278839
1300	spectra_filtered.mgf	*..*		:1	5127	-1	0	181.05	1	0.969805	0	0	31084900.0	585100.0	caffeic acid-emf M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf1300	-1	GNPS-LIBRARY.mgf	2.78122				6	0	0.00050354	181.049	0	CCMSLIB00005463719
261	spectra_filtered.mgf	*..*		:2031	47213	-1	0	346.055	1	0.969574	0	0	110.101	1393000.0	Guanosine cyclic monophosphate [M+H]+	MONA	temp/spectra_filtered.mgf261	-1	MONA.mgf	0.529122				6	0	0.000183105	346.055	0	CCMSLIB00004719815
2085	spectra_filtered.mgf	*..*		:88600	88599	-1	0	433.113	1	0.969332	0	0	160.335	1491700.0	Afzelin [M+H]+	MSNLIB-POSITIVE	temp/spectra_filtered.mgf2085	-1	MSNLIB-POSITIVE.mgf	0.915993				7	0	0.000396729	433.113	0	CCMSLIB00012439852
136	spectra_filtered.mgf	*..*		:142	5035	-1	0	198.097	1	0.968954	0	0	424269.0	1138600.0	Spectral Match to .beta.-D-Glucose from NIST14 M+NH4	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf136	-1	GNPS-NIST14-MATCHES.mgf	1.54054				9	0	0.000305176	198.097	0	CCMSLIB00003139522
164	spectra_filtered.mgf	*..*		:1145	50384	-1	0	184.074	1	0.968878	0	0	99.2	392500.0	PHOSPHOCHOLINE M	MONA	temp/spectra_filtered.mgf164	-1	MONA.mgf	3.81316				6	0	0.000701904	184.073	0	CCMSLIB00006679415
704	spectra_filtered.mgf	*..*		:1628	50867	-1	0	341.087	1	0.968842	0	0	106.7	776600.0	ESCULIN M+H	MONA	temp/spectra_filtered.mgf704	-1	MONA.mgf	2.68415				6	0	0.000915527	341.086	0	CCMSLIB00006679898
614	spectra_filtered.mgf	*..*		:1262	3987	-1	0	465.103	1	0.968712	0	0	159713000.0	3339400.0	Spiraeoside M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf614	-1	GNPS-LIBRARY.mgf	0.0				9	0	0.0	465.103	0	CCMSLIB00004684184
540	spectra_filtered.mgf	*..*		:503	5226	-1	0	360.15	1	0.968641	0	0	472221.0	194400.0	Spectral Match to Palatinose from NIST14 M+NH4	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf540	-1	GNPS-NIST14-MATCHES.mgf	43.8931				7	0	0.0158081	360.166	0	CCMSLIB00003139713
1897	spectra_filtered.mgf	*..*		:3792	1512	-1	0	163.038	1	0.968151	0	0	7916430.0	336300.0	Spectral Match to Rosmarinic acid from NIST14 M+H-C9H10O5	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1897	-1	GNPS-NIST14-MATCHES.mgf	5.52183				6	0	0.000900269	163.039	0	CCMSLIB00003135999
714	spectra_filtered.mgf	*..*		:641	4533	-1	0	579.15	1	0.968045	0	0	701737.0	3439200.0	Spectral Match to Procyanidin B2 from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf714	-1	GNPS-NIST14-MATCHES.mgf	0.105387				18	0	6.10352e-05	579.15	0	CCMSLIB00003139020
1980	spectra_filtered.mgf	*..*		:81291	81291	-1	0	419.097	1	0.967796	0	0	112.42	724500.0	NCGC00384764-01!3-[(2R,3S,4S,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one [M+H]+	MSNLIB-POSITIVE	temp/spectra_filtered.mgf1980	-1	MSNLIB-POSITIVE.mgf	1.01944				7	0	0.000427246	419.097	0	CCMSLIB00012430782
1819	spectra_filtered.mgf	*..*		:1165	61	-1	0	287.054	1	0.967577	0	0	900138.0	899300.0	Spectral Match to Datiscetin from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1819	-1	GNPS-NIST14-MATCHES.mgf	2.87045				13	0	0.000823975	287.055	0	CCMSLIB00003134547
870	spectra_filtered.mgf	*..*		:5766	6212	-1	0	306.17	1	0.966967	0	0	5286680.0	285100.0	anisodamine CollisionEnergy:102040 M+H	BERKELEY-LAB	temp/spectra_filtered.mgf870	-1	BERKELEY-LAB.mgf	0.398701				8	0	0.00012207	306.17	0	CCMSLIB00010108200
130	spectra_filtered.mgf	*..*		:1923	10218	-1	0	148.06	1	0.966791	0	0	1498250.0	801200.0	Glutamate - 50.00 eV M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf130	-1	GNPS-LIBRARY.mgf	2.67951				6	0	0.000396729	148.06	0	CCMSLIB00005885076
3492	spectra_filtered.mgf	*..*		:4017	1440	-1	0	256.262	1	0.966744	0	0	546673.0	285400.0	Spectral Match to Palmitamide from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf3492	-1	GNPS-NIST14-MATCHES.mgf	5.83528				8	0	0.00149536	256.263	0	CCMSLIB00003135927
72	spectra_filtered.mgf	*..*		:691	49930	-1	0	193.071	2	0.966658	0	0	444.9	1012000.0	QUINIC ACID M+H	MONA	temp/spectra_filtered.mgf72	-1	MONA.mgf	40.3854				8	0	192.048	193.063	0	CCMSLIB00006678961
1685	spectra_filtered.mgf	*..*		:1096	1339	-1	0	303.05	1	0.966085	0	0	556890.0	249400.0	Spectral Match to Quercetin from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1685	-1	GNPS-NIST14-MATCHES.mgf	0.604209				12	0	0.000183105	303.05	0	CCMSLIB00003135825
1497	spectra_filtered.mgf	*..*		:61965	61965	-1	0	303.05	1	0.96605	0	0	2727.0	587000.0	2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-chromen-4-one [M+H]+	BMDMS-NP	temp/spectra_filtered.mgf1497	-1	BMDMS-NP.mgf	0.604209				14	0	0.000183105	303.05	0	CCMSLIB00006416265
2847	spectra_filtered.mgf	*..*		:15390	13393	-1	0	460.267	1	0.965872	0	0	143.118	907600.0	emorfazone [2M-2H2O+NH4]+	CMMC-REFRAME-POSITIVE-LIBRARY	temp/spectra_filtered.mgf2847	-1	CMMC-REFRAME-POSITIVE-LIBRARY.mgf	5.23802				6	0	0.00241089	460.269	0	CCMSLIB00012267706
1820	spectra_filtered.mgf	*..*		:1	12017	-1	0	449.092	1	0.965467	0	0	223706.0	6819000.0	Quercitrin M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf1820	-1	GNPS-LIBRARY.mgf	35.404				8	0	0.0158997	449.108	0	CCMSLIB00010012042
1868	spectra_filtered.mgf	*..*		:1032	46045	-1	0	479.118	1	0.964866	0	0	116.988	1587500.0	Isorhamnetin 3-galactoside [M+H]+	MONA	temp/spectra_filtered.mgf1868	-1	MONA.mgf	1.27391				15	0	0.000610352	479.117	0	CCMSLIB00004718647
2373	spectra_filtered.mgf	*..*		:6455	6453	-1	0	595.145	1	0.964787	0	0	1730.0	1619500.0	ReSpect:PT109250 Kaempferol-3-Glucoside-6''-p-coumaroyl|Kaem-3-Glc-6pp-p-Cou|Tiliroside|Tribuloside|kaempferol-3-O-(6-p-coumaroyl)-glucoside|Potengriffioside A|[(2R,3S,4S,5R,6S)-6-[5,7-dihydroxy-2-(4-hydroxyphenyl)-4- [M+H]	RESPECT	temp/spectra_filtered.mgf2373	-1	RESPECT.mgf	0.20511				9	0	0.00012207	595.145	0	CCMSLIB00000221471
162	spectra_filtered.mgf	*..*		:1	83	-1	0	343.1	1	0.96471	0	0	26347700.0	734800.0	Sucrose M+H	GNPS-EMBL-MCF	temp/spectra_filtered.mgf162	-1	GNPS-EMBL-MCF.mgf	68.222				8	0	0.023407	343.123	0	CCMSLIB00000479739
2890	spectra_filtered.mgf	*..*		:39194	51193	-1	0	250.119	1	0.964546	0	0	2136530.0	467100.0	Massbank:LU040703 2,4,6-Tris(allyloxy)-1,3,5-triazine|Triallyl cyanurate|2,4,6-tris(prop-2-enoxy)-1,3,5-triazine M+H	MASSBANK	temp/spectra_filtered.mgf2890	-1	MASSBANK.mgf	1.58616				9	0	0.000396729	250.119	0	CCMSLIB00005764745
2029	spectra_filtered.mgf	*..*		:472	7277	-1	0	327.159	1	0.964111	0	0	29478300.0	1004000.0	2,3-bis[(4-hydroxy-3-methoxyphenyl)methyl]butane-1,4-diol M-2H2O+H	GNPS-LIBRARY	temp/spectra_filtered.mgf2029	-1	GNPS-LIBRARY.mgf	0.652964				10	0	0.000213623	327.159	0	CCMSLIB00005724788
1587	spectra_filtered.mgf	*..*		:10610	10610	-1	0	303.05	1	0.964007	0	0	9350.98	1289100.0	Massbank:PB004083 Quercetin|2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one [M+H]+	MASSBANK	temp/spectra_filtered.mgf1587	-1	MASSBANK.mgf	1.91333				17	0	0.000579834	303.049	0	CCMSLIB00000222182
1312	spectra_filtered.mgf	*..*		:9156	9602	-1	0	195.065	1	0.963778	0	0	6654710.0	476400.0	ferulic acid CollisionEnergy:102040 M+H	BERKELEY-LAB	temp/spectra_filtered.mgf1312	-1	BERKELEY-LAB.mgf	1.01691				7	0	0.000198364	195.065	0	CCMSLIB00010111590
1352	spectra_filtered.mgf	*..*		:3893	3893	-1	0	479.082	1	0.963251	0	0	123.882	4035400.0	quercetin 3-O-glucuronide [M+H]+	MSNLIB-POSITIVE	temp/spectra_filtered.mgf1352	-1	MSNLIB-POSITIVE.mgf	0.637001				10	0	0.000305176	479.082	0	CCMSLIB00012278194
2168	spectra_filtered.mgf	*..*		:3792	1512	-1	0	163.038	1	0.963135	0	0	7916430.0	211900.0	Spectral Match to Rosmarinic acid from NIST14 M+H-C9H10O5	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2168	-1	GNPS-NIST14-MATCHES.mgf	6.17697				6	0	0.00100708	163.039	0	CCMSLIB00003135999
2428	spectra_filtered.mgf	*..*		:6434	6432	-1	0	595.145	1	0.962378	0	0	1584.0	1114300.0	ReSpect:PT108720 Tiliroside|Kaem-3-Glc-6pp-p-Cou|Kaempferol-3-Glucoside-6-p-coumaroyl|Tribuloside|kaempferol-3-O-(6-p-coumaroyl)-glucoside|Potengriffioside A|[(2R,3S,4S,5R,6S)-6-[5,7-dihydroxy-2-(4-hydroxyphenyl)-4-ox [M+H]	RESPECT	temp/spectra_filtered.mgf2428	-1	RESPECT.mgf	0.41022				6	0	0.000244141	595.145	0	CCMSLIB00000221430
2610	spectra_filtered.mgf	*..*		:11010	9530	-1	0	246.243	1	0.962359	0	0	28.342	341800.0	Tetradecanoic acid [M+NH4]+	CMMC-REFRAME-POSITIVE-LIBRARY	temp/spectra_filtered.mgf2610	-1	CMMC-REFRAME-POSITIVE-LIBRARY.mgf	0.805563				7	0	0.000198364	246.243	0	CCMSLIB00012262287
2979	spectra_filtered.mgf	*..*		:659	1413	-1	0	288.253	1	0.962109	0	0	293681000.0	517100.0	MassbankEU:SM876702 Lauryl diethanolamide|N,N-bis(2-hydroxyethyl)dodecanamide [M+H]+	MASSBANKEU	temp/spectra_filtered.mgf2979	-1	MASSBANKEU.mgf	1.05871				6	0	0.000305176	288.253	0	CCMSLIB00000842020
1564	spectra_filtered.mgf	*..*		:1	4624	-1	0	286.144	1	0.961366	0	0	123857.0	4548000.0	Coclaurine M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf1564	-1	GNPS-LIBRARY.mgf	1.49312				11	0	0.000427246	286.144	0	CCMSLIB00005436045
2095	spectra_filtered.mgf	*..*		:20337	17673	-1	0	165.076	1	0.96132	0	0	249.591	143500.0	D-Sorbitol [M-H2O+H]+	CMMC-REFRAME-POSITIVE-LIBRARY	temp/spectra_filtered.mgf2095	-1	CMMC-REFRAME-POSITIVE-LIBRARY.mgf	1.20165				8	0	0.000198364	165.076	0	CCMSLIB00012271986
1944	spectra_filtered.mgf	*..*		:1165	61	-1	0	287.054	1	0.961226	0	0	900138.0	437600.0	Spectral Match to Datiscetin from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1944	-1	GNPS-NIST14-MATCHES.mgf	2.87045				13	0	0.000823975	287.055	0	CCMSLIB00003134547
1584	spectra_filtered.mgf	*..*		:3893	3893	-1	0	479.082	1	0.961161	0	0	123.882	8620200.0	quercetin 3-O-glucuronide [M+H]+	MSNLIB-POSITIVE	temp/spectra_filtered.mgf1584	-1	MSNLIB-POSITIVE.mgf	1.0192				11	0	0.000488281	479.082	0	CCMSLIB00012278194
3700	spectra_filtered.mgf	*..*		:10109	8755	-1	0	161.084	1	0.961069	0	0	234.545	210000.0	M50367 [M-H2O+2H]+2	CMMC-REFRAME-POSITIVE-LIBRARY	temp/spectra_filtered.mgf3700	-1	CMMC-REFRAME-POSITIVE-LIBRARY.mgf	10.5145				6	0	0.00169373	161.082	0	CCMSLIB00012260627
892	spectra_filtered.mgf	*..*		:2074	209	-1	0	193.09	1	0.960409	0	0	868310.0	648700.0	Spectral Match to Sinapyl alcohol from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf892	-1	GNPS-NIST14-MATCHES.mgf	20.7043				6	0	0.0039978	193.086	0	CCMSLIB00003134695
386	spectra_filtered.mgf	*..*		:375	14164	-1	0	325.113	1	0.960227	0	0	617470.0	650800.0	Sucrose M+H-H2O	GNPS-LIBRARY	temp/spectra_filtered.mgf386	-1	GNPS-LIBRARY.mgf	0.281603				8	0	9.15527e-05	325.113	0	CCMSLIB00012176428
2191	spectra_filtered.mgf	*..*		:5160	7186	-1	0	314.139	1	0.959938	0	0	802700.0	532200.0	NCGC00169550-02!(E)-3-(4-hydroxy-3-methoxyphenyl)-N-[2-(4-hydroxyphenyl)ethyl]prop-2-enamide [IIN-based: Match] [M+H]+	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE	temp/spectra_filtered.mgf2191	-1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE.mgf	2.23437				7	0	0.000701904	314.138	0	CCMSLIB00005722482
1386	spectra_filtered.mgf	*..*		:3379	2944	-1	0	306.17	1	0.959778	0	0	65.61	1222200.0	Atropine oxide [M+H]+	CMMC-REFRAME-POSITIVE-LIBRARY	temp/spectra_filtered.mgf1386	-1	CMMC-REFRAME-POSITIVE-LIBRARY.mgf	0.0				6	0	0.0	306.17	0	CCMSLIB00012249901
1870	spectra_filtered.mgf	*..*		:1608	2054	-1	0	358.201	1	0.959634	0	0	38390400.0	334600.0	Laudanosine CollisionEnergy:102040 M+H	BERKELEY-LAB	temp/spectra_filtered.mgf1870	-1	BERKELEY-LAB.mgf	0.851968				8	0	0.000305176	358.201	0	CCMSLIB00010104042
1615	spectra_filtered.mgf	*..*		:870	6729	-1	0	342.17	1	0.959602	0	0	5551300.0	40972000.0	NCGC00380809-01!(6aS)-1,2,11-trimethoxy-6-methyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline-10-ol [IIN-based: Match] [M+H]+	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE	temp/spectra_filtered.mgf1615	-1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE.mgf	0.356753				8	0	0.00012207	342.17	0	CCMSLIB00005722025
818	spectra_filtered.mgf	*..*		:513	192	-1	0	627.156	1	0.959395	0	0	95789400.0	832500.0	HERBACETIN-3,8-DIGLUCOPYRANOSIDE M+H	LEAFBOT	temp/spectra_filtered.mgf818	-1	LEAFBOT.mgf	0.486603				8	0	0.000305176	627.156	0	CCMSLIB00011427964
3671	spectra_filtered.mgf	*..*		:7638	6656	-1	0	176.107	1	0.959327	0	0	253.896	912000.0	113777-33-6 [M-2H2O+2H]+2	CMMC-REFRAME-POSITIVE-LIBRARY	temp/spectra_filtered.mgf3671	-1	CMMC-REFRAME-POSITIVE-LIBRARY.mgf	7.36482				7	0	0.001297	176.106	0	CCMSLIB00012255371
2181	spectra_filtered.mgf	*..*		:2446	7522	-1	0	203.179	1	0.959313	0	0	5870340.0	1779000.0	1-methyl-4-methylidene-7-(propan-2-yl)-1,2,3,3a,4,5,6,8a-octahydroazulen-1-ol M-H2O+H	GNPS-LIBRARY	temp/spectra_filtered.mgf2181	-1	GNPS-LIBRARY.mgf	2.92891				10	0	0.000595093	203.18	0	CCMSLIB00005725033
424	spectra_filtered.mgf	*..*		:210	5246	-1	0	360.15	1	0.95816	0	0	7097200.0	266600.0	Spectral Match to Palatinose from NIST14 M+NH4	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf424	-1	GNPS-NIST14-MATCHES.mgf	43.3				8	0	0.0155945	360.166	0	CCMSLIB00003139733
2424	spectra_filtered.mgf	*..*		:2711	3157	-1	0	368.113	1	0.957547	0	0	10393400.0	460300.0	(+)-Bicuculline CollisionEnergy:102040 M+H	BERKELEY-LAB	temp/spectra_filtered.mgf2424	-1	BERKELEY-LAB.mgf	1.07774				13	0	0.000396729	368.113	0	CCMSLIB00010105145
2439	spectra_filtered.mgf	*..*		:2446	7522	-1	0	203.179	1	0.957543	0	0	5870340.0	546500.0	1-methyl-4-methylidene-7-(propan-2-yl)-1,2,3,3a,4,5,6,8a-octahydroazulen-1-ol M-H2O+H	GNPS-LIBRARY	temp/spectra_filtered.mgf2439	-1	GNPS-LIBRARY.mgf	2.47831				10	0	0.00050354	203.18	0	CCMSLIB00005725033
2381	spectra_filtered.mgf	*..*		:4696	5142	-1	0	303.05	1	0.95733	0	0	671417.0	258800.0	quercetin CollisionEnergy:102040 M+H	BERKELEY-LAB	temp/spectra_filtered.mgf2381	-1	BERKELEY-LAB.mgf	0.604209				15	0	0.000183105	303.05	0	CCMSLIB00010107130
864	spectra_filtered.mgf	*..*		:10909	11355	-1	0	225.076	1	0.956722	0	0	3539600.0	237900.0	SINAPIC ACID CollisionEnergy:102040 M+H	BERKELEY-LAB	temp/spectra_filtered.mgf864	-1	BERKELEY-LAB.mgf	0.881321				7	0	0.000198364	225.076	0	CCMSLIB00010113343
